Generation,Max Fitness,Average Fitness,World,Level
1,272,14.8828125,0,0
2,310,37.0625,0,0
3,722,15.3515625,0,0
4,722,39.9296875,0,0
5,1423,38.58203125,0,0
6,1505,54.3359375,0,0
7,1513,58.34375,0,0
8,753,73.9609375,2,0
9,755,67.703125,2,0
10,781,71.3984375,2,0
11,781,84.609375,2,0
12,781,74.609375,2,0
13,162,4.8515625,1,1
14,514,22.703125,1,1
15,786,11.1953125,1,1
16,786,8.7578125,1,1
